Parcel Id,Address,roof cover,Stories,Disaster Permit,Permit Description,Demand Value,Value,Year Built
04241-010-000,222 FLORIDA AVE MEXICO BEACH 32410,ENG SHINGL,1,False,None,155.0,"[2, 15]",1979.0
04221-025-000,309 HATLEY DR MEXICO BEACH 32410,ENG SHINGL,1,False,None,156.0,"[2, 15]",1984.0
04206-000-000,62 HWY 98 MEXICO BEACH 32410,ENG SHINGL,1,False,None,155.0,"[2, 15]",1958.0
04188-030-000,410 5TH ST MEXICO BEACH 32410,ENG SHINGL,1,False,None,153.0,45.0,2001.0
04177-015-000,315 HATLEY DR MEXICO BEACH 32410,ENG SHINGL,1,False,None,156.0,,1980.0
04173-012-011,1005 CYPRESS LN MEXICO BEACH 32410,ENG SHINGL,1,False,None,156.0,"[2, 15]",2000.0
04173-012-010,1005 CYPRESS LN MEXICO BEACH 32410,ENG SHINGL,1,False,None,156.0,"[2, 15]",2000.0
04173-012-000,1004 CYPRESS LN MEXICO BEACH 32410,ENG SHINGL,1,False,None,156.0,"[2, 15]",1982.0
04108-050-000,106 40TH ST S B MEXICO BEACH 32410,ENG SHINGL,1,False,None,167.0,"[2, 15]",1986.0
04108-040-000,106 40TH ST S C MEXICO BEACH 32410,ENG SHINGL,1,False,None,167.0,,1986.0
04108-030-000,106 40TH ST S A MEXICO BEACH 32410,ENG SHINGL,1,False,None,167.0,,1986.0
