fulcrum_id,latitude,longitude,name_of_surveyor,date,type_of_disaster,_project,general_notes,photos,photos_caption,photos_url,overall_building_condition,building_address_sub_thoroughfare,building_address_thoroughfare,building_address_suite,building_address_locality,building_address_sub_admin_area,building_address_admin_area,building_address_postal_code,building_address_country,address_full,assessment_type,assessment_type_other,year_built,effective_year_built,number_of_stories,roof_shape,roof_shape_other,roof_cover,roof_cover_other,wall_cladding,wall_cladding_other,first_floor_elevation_ft,other_details,mwfrs,structural_framing_system_other,roof_sheathing_nail_spacing,roof_sheathing_nail_size,roof_sheathing_nail_size_other,roof_to_wall_connection,roof_to_wall_connection_other,opening_protection,opening_protection_other,garage_door,garage_door_location,garage_door_failure,other_structural_details,hazards_present,damage_modes_other,number_of_sides_used,damage_visible_in_photos,roof_cover_damage_,roof_sheathing_dmg,roof_structure_dmg,wall_cover_dmg,wall_sheathing_dmg,wall_structure_dmg,windows_dmg,doors_dmg,damage_description,water_height_inches,structure_usable,qc_id,qc_code,qc_notes
1f81f58d-1efe-4ab2-bd97-82a0b8b93259,26.173955,-81.690098,Daniel Smith,9/12/2017,Hurricane,CMMI-1761461,,8d78e265-5250-4422-a50c-4621bc4a316a,,https://web.fulcrumapp.com/photos/view?photos=8d78e265-5250-4422-a50c-4621bc4a316a,1,2984,41st Terrace,,Naples,Collier,FL,34116,,2984 41st Terrace Naples Collier FL 34116,Single Family Residence,,1981,,,Hip,,Asphalt shingles (3-tab),,,,0,,,,,Unknown,,,,,,yes,,No,,Wind,,,,10,0%,0%,0%,0%,0%,0%,0%,n/a,,,Robyn Manhard,2a,Surveyor name changed to Daniel Smith. Overall building condition added. Survey date corrected.  Location updated. Address located and available building attributes added.
1aeb7c0f-9a37-4b52-91cb-e75d0e31e202,26.173886,-81.691664,Daniel Smith,9/12/2017,Hurricane,CMMI-1761461,,"05b0bd3c-2087-481c-bc0e-e57b1b7b1aca,7294b0ef-0ffc-45e6-93cb-6bf3b8e1cbd7",",",https://web.fulcrumapp.com/photos/view?photos=05b0bd3c-2087-481c-bc0e-e57b1b7b1aca%2C7294b0ef-0ffc-45e6-93cb-6bf3b8e1cbd7,1,4215,30th Ave SW,,Naples,Collier,FL,34116,US,4215 30th Ave SW Naples Collier FL 34116 US,Single Family Residence,,1988,,1,Hip,,Asphalt shingles (3-tab),,Stucco,,0,,Unknown,,,Unknown,,,,,,yes,,No,,Wind,,2,yes,10,0%,0%,0%,0%,0%,0%,0%,n/a,,,Robyn Manhard,2a,"Building address added and coordinates adjusted. Survey date corrected. Overall building condition added. Surveyor name changed to Daniel Smith. Aerial imagery added, which shows some evidence of roof damage along with ground photo."
68864423-0960-41cf-b805-49ab7982ffde,25.958083,-81.714364,Daniel Smith,9/12/2017,Hurricane,CMMI-1761461,,"89bcbe0b-6e2b-4b9d-8588-b65b5012d3b5,87ab0af8-809d-4e75-9f42-ce75ef105e3b",",",https://web.fulcrumapp.com/photos/view?photos=89bcbe0b-6e2b-4b9d-8588-b65b5012d3b5%2C87ab0af8-809d-4e75-9f42-ce75ef105e3b,1,813,Chestnut Ct,,Marco Island,Collier,FL,34145,US,813 Chestnut Ct Marco Island Collier FL 34145 US,Single Family Residence,,1965,1965,1,Hip,,Tile (clay),,Wood panel siding,,0,,Masonry block (unknown reinforcement),,,Unknown,,Unknown,,Plywood/OSB,,yes,,Unknown,,Wind,,1,yes,20,0%,0%,0%,0%,0%,0%,0%,n/a,,yes,Courtney Hodges,2a,Location adjusted. Aerial photo added. All other available data entered.
10b79469-5374-4d02-8422-c136bc2825a2,25.959694,-81.71578,Daniel Smith,9/12/2017,Hurricane,CMMI-1761461,,"43343e39-b853-4848-866a-5bc686b1fd20,f79bc2ad-e08a-4e46-a584-783a8b942f35",",",https://web.fulcrumapp.com/photos/view?photos=43343e39-b853-4848-866a-5bc686b1fd20%2Cf79bc2ad-e08a-4e46-a584-783a8b942f35,1,873,Chestnut Ct,,Marco Island,Collier,FL,34145,US,873 Chestnut Ct Marco Island Collier FL 34145 US,Single Family Residence,,1969,1969,1,Hip,,Tile (clay),,Stucco,,0,,Masonry block (unknown reinforcement),,,Unknown,,Unknown,,Shutters,,yes,,No,,Wind,,1,yes,20,0%,0%,0%,0%,0%,0%,0%,n/a,,yes,Courtney Hodges,2a,Location adjusted. Aerial photo added. All other available data entered.
fd3cd1d5-dd61-40e9-8c66-5c0d8a68de57,25.959528,-81.716027,Daniel Smith,9/12/2017,Hurricane,CMMI-1761461,,"5fc7b4a5-7afe-4c4d-8a31-a07d8992ed18,8beeaa92-88c0-4a77-91ac-5320680a0c95",",",https://web.fulcrumapp.com/photos/view?photos=5fc7b4a5-7afe-4c4d-8a31-a07d8992ed18%2C8beeaa92-88c0-4a77-91ac-5320680a0c95,1,870,Chestnut Ct,,Marco Island,Collier,FL,34145,US,870 Chestnut Ct Marco Island Collier FL 34145 US,Single Family Residence,,1967,1967,1,Hip,,Tile (clay),,Stucco,,0,,Masonry block (unknown reinforcement),,,Unknown,,Unknown,,,,yes,,No,,Wind,,1,yes,10,0%,0%,0%,0%,0%,0%,0%,n/a,,yes,Courtney Hodges,2a,Location adjusted. Aerial photo added. All other available data entered.
d7de72d2-88e1-40f7-96cc-b4cc7c3a076d,25.959214,-81.71593,Daniel Smith,9/12/2017,Hurricane,CMMI-1761461,,"19084553-c273-45e4-9522-c42e6860aca6,7f4f8206-1dee-4254-8bd6-4f8e5d1d0bfd",",",https://web.fulcrumapp.com/photos/view?photos=19084553-c273-45e4-9522-c42e6860aca6%2C7f4f8206-1dee-4254-8bd6-4f8e5d1d0bfd,1,860,Chestnut Ct,,Marco Island,Collier,FL,34145,US,860 Chestnut Ct Marco Island Collier FL 34145 US,Single Family Residence,,2002,2002,1,Hip,,Tile (clay),,Stucco,,0,,Masonry block (unknown reinforcement),,,Unknown,,Unknown,,Shutters,,yes,,No,,Wind,,1,yes,20,0%,0%,0%,0%,0%,0%,0%,n/a,,yes,Courtney Hodges,2a,Location adjusted. Aerial photo added. All other available data entered.
d999f8f4-2c8a-47d2-aa11-9e2033b31408,25.958021,-81.714911,Daniel Smith,9/12/2017,Hurricane,CMMI-1761461,,"500c6af7-3777-478a-9f15-5b48249abf54,b6f3f681-c2bd-4d97-85be-9e925e5d2ee6",",",https://web.fulcrumapp.com/photos/view?photos=500c6af7-3777-478a-9f15-5b48249abf54%2Cb6f3f681-c2bd-4d97-85be-9e925e5d2ee6,1,818,Chestnut Ct,,Marco Island,Collier,FL,34145,US,818 Chestnut Ct Marco Island Collier FL 34145 US,Single Family Residence,,1965,1965,1,Hip,,Asphalt shingles (3-tab),,Stucco,,0,,Masonry block (unknown reinforcement),,,Unknown,,Unknown,,None,,no,,,,Wind,,1,yes,10,0%,0%,0%,0%,0%,0%,0%,n/a,,yes,Courtney Hodges,2a,Location adjusted. Aerial photo added. All other available data entered.
a777c179-de04-4bcd-a59a-11ed12667769,25.956863,-81.715461,Daniel Smith,9/12/2017,Hurricane,CMMI-1761461,,"e6a55417-223b-422f-b0a2-d4e74248d9c9,f39560b2-5235-4a57-a1c9-706c7b467adc",",",https://web.fulcrumapp.com/photos/view?photos=e6a55417-223b-422f-b0a2-d4e74248d9c9%2Cf39560b2-5235-4a57-a1c9-706c7b467adc,1,748,N Barfield Dr,,Marco Island,Collier,FL,34145,US,748 N Barfield Dr Marco Island Collier FL 34145 US,Single Family Residence,,1970,1970,1,Hip,,Tile (clay),,Stucco,,0,,Masonry block (unknown reinforcement),,,Unknown,,Unknown,,None,,yes,,Unknown,,Wind,,1,yes,20,0%,0%,0%,0%,0%,0%,0%,n/a,,yes,Courtney Hodges,2a,Location adjusted. Aerial photo added. All other available data entered.
855f12f3-e6f3-4652-8978-dbbee029cf14,25.960982,-81.717824,Daniel Smith,9/12/2017,Hurricane,CMMI-1761461,,"dc5ce57f-ab42-49de-a8e9-077f9328562d,039ccac2-8ccd-4251-8392-e6a0802c6991",",",https://web.fulcrumapp.com/photos/view?photos=dc5ce57f-ab42-49de-a8e9-077f9328562d%2C039ccac2-8ccd-4251-8392-e6a0802c6991,0,1201,Mulberry Ct,,Marco Island,Collier,FL,34145,US,1201 Mulberry Ct Marco Island Collier FL 34145 US,Single Family Residence,,1977,1977,1,Hip,,Standing Seam Metal,,Stucco,,0,,Masonry block (unknown reinforcement),,,Unknown,,Unknown,,,,yes,,Unknown,,Wind,,1,yes,0,0%,0%,0%,0%,0%,0%,0%,n/a,,yes,Courtney Hodges,2a,Location adjusted. Aerial photo added. All other available data entered.
2d1c729c-6a29-4506-b020-734b9d38cb60,25.962783,-81.720171,Daniel Smith,9/12/2017,Hurricane,CMMI-1761461,,"4634be08-8ae8-4071-a44c-69c2bae66bcb,942e36e8-fc53-435c-8679-3d7c4faf9db9",",",https://web.fulcrumapp.com/photos/view?photos=4634be08-8ae8-4071-a44c-69c2bae66bcb%2C942e36e8-fc53-435c-8679-3d7c4faf9db9,2,943,N Barfield Dr,,Marco Island,Collier,FL,34145,US,943 N Barfield Dr Marco Island Collier FL 34145 US,Single Family Residence,,1985,1985,1,Hip,,Asphalt shingles (3-tab),,Wood plank siding,,0,,Unknown,,,Unknown,,Unknown,,,,yes,,No,,Wind,,1,yes,40,0%,0%,0%,0%,0%,0%,0%,n/a,,yes,Courtney Hodges,2a,Location adjusted. Aerial photo added. All other available data entered.
d994e5e2-63b4-4ed8-bac1-25a2ee40676a,25.962342,-81.721504,Daniel Smith,9/12/2017,Hurricane,CMMI-1761461,,"9c1e9293-d7fd-45cb-a888-f9b269ef816c,b0dd88d5-d070-4cc2-8843-20f15b660353",",",https://web.fulcrumapp.com/photos/view?photos=9c1e9293-d7fd-45cb-a888-f9b269ef816c%2Cb0dd88d5-d070-4cc2-8843-20f15b660353,1,959,N Barfield Dr,,Marco Island,Collier,FL,34145,US,959 N Barfield Dr Marco Island Collier FL 34145 US,Single Family Residence,,1979,1979,1,Hip,,Tile (clay),,Stucco,,0,,Masonry block (unknown reinforcement),,,Unknown,,Unknown,,Shutters,,yes,,Unknown,,Wind,,1,yes,10,0%,0%,0%,0%,0%,0%,0%,n/a,,yes,Courtney Hodges,2a,Location adjusted. Aerial photo added. All other available data entered.
e8e6fe21-42ae-4d3d-8eaa-b0c2d1c6099f,25.966041,-81.727461,Daniel Smith,9/12/2017,Hurricane,CMMI-1761461,"Since there are two houses in this picture, this record is for the one on the right.","fd8dc26c-8791-4cc5-89bb-5b33a880e010,80c36300-e89a-415b-8768-97f8cdfd948a",",",https://web.fulcrumapp.com/photos/view?photos=fd8dc26c-8791-4cc5-89bb-5b33a880e010%2C80c36300-e89a-415b-8768-97f8cdfd948a,1,1055,Bald Eagle Dr,,Marco Island,Collier,FL,34145,US,1055 Bald Eagle Dr Marco Island Collier FL 34145 US,Single Family Residence,,1986,1986,1,Complex,,Tile (clay),,"Stucco,Wood plank siding",,0,,Masonry block (unknown reinforcement),,,Unknown,,Unknown,,None,,yes,,Unknown,,Wind,,2,yes,20,0%,0%,0%,0%,0%,0%,0%,Some of the patches on roof in aerial photo were there before hurricane came through.,,yes,Courtney Hodges,2a,Location adjusted. Aerial photo added. All other available data entered.
e1d1a452-dbe7-4799-8c31-bdc90f668d3d,25.969494,-81.727472,Daniel Smith,9/12/2017,Hurricane,CMMI-1761461,,"d6492d47-6c42-4db4-a24f-49c4d3bd9ada,00fc81a3-c851-4fc2-b1fa-d4e4aaf8e4d6",",",https://web.fulcrumapp.com/photos/view?photos=d6492d47-6c42-4db4-a24f-49c4d3bd9ada%2C00fc81a3-c851-4fc2-b1fa-d4e4aaf8e4d6,1,1095,Bald Eagle Dr,,Marco Island,Collier,FL,34145,US,1095 Bald Eagle Dr Marco Island Collier FL 34145 US,Retail Store,,,,1,Hip,,Tile (clay),,Stucco,,0,,Masonry block (unknown reinforcement),,,Unknown,,Unknown,,Plywood/OSB,,no,,,,Wind,,1,yes,10,0%,0%,0%,0%,0%,0%,0%,n/a,,yes,Courtney Hodges,2a,Location adjusted. Aerial photo added. Could not find year built data. All other available data entered.
3c8eaa27-93ca-42b9-924a-c92f852470f5,25.969687,-81.726844,Daniel Smith,9/12/2017,Hurricane,CMMI-1761461,One building out of six at an apartment complex. Assessment made as a single building.,"ddac5ee8-7032-4f2d-972d-fa5e82e5d027,3c65fa9c-4027-4b5b-8e6f-42cd12271837",",",https://web.fulcrumapp.com/photos/view?photos=ddac5ee8-7032-4f2d-972d-fa5e82e5d027%2C3c65fa9c-4027-4b5b-8e6f-42cd12271837,1,1085,Bald Eagle Dr,,Marco Island,Collier,FL,34145,US,1085 Bald Eagle Dr Marco Island Collier FL 34145 US,Apartment / Condo,,1980,1980,4,Flat,,Asphalt shingles (3-tab),,Stucco,,10,,Masonry block (unknown reinforcement),,,Unknown,,Unknown,,None,,no,,,,Wind,,1,yes,20,0%,0%,0%,0%,0%,0%,0%,n/a,,yes,Courtney Hodges,2a,Location adjusted. Aerial photo added. All other available data entered.
c8f8cd03-a1cd-41fa-9c1e-bbd3232c235c,25.970445,-81.731195,Daniel Smith,9/12/2017,Hurricane,CMMI-1761461,,"f288c736-6126-4f5f-9514-c68b173aaa4a,d91ac450-4c62-4fc4-9bf9-9bc4b33d2e00,d832f545-f82f-4b2d-a17b-fbed5e82861b,d4029934-f7de-4d63-be12-9163910b64d5,0f83836b-0520-4c09-9dec-178a59a2c474",",,,,",https://web.fulcrumapp.com/photos/view?photos=f288c736-6126-4f5f-9514-c68b173aaa4a%2Cd91ac450-4c62-4fc4-9bf9-9bc4b33d2e00%2Cd832f545-f82f-4b2d-a17b-fbed5e82861b%2Cd4029934-f7de-4d63-be12-9163910b64d5%2C0f83836b-0520-4c09-9dec-178a59a2c474,2,1132,Edington Pl,,Marco Island,Collier,FL,34145,US,1132 Edington Pl Marco Island Collier FL 34145 US,Single Family Residence,,1998,1998,1,Hip,,Tile (clay),,Stucco,,0,,Masonry block (unknown reinforcement),,,Unknown,,Unknown,,None,,yes,,No,,Wind,,2,yes,30,0%,0%,0%,0%,0%,0%,0%,Later aerial photos show a lot of blue tarps on roof. Assumed there could have been some water ingress.,,yes,Courtney Hodges,2a,Location adjusted. Aerial photo added. All other available data entered.
3e5c24d7-bd36-4c1f-b0ad-d4c908d68b80,25.969369,-81.731012,Daniel Smith,9/12/2017,Hurricane,CMMI-1761461,,"a69b0b8c-030e-40d7-a1ee-bc8790a4193c,4488a7ce-19e5-4efb-b976-0c90b7c74810,b2d2eeec-f1cf-4846-b514-c6339335f6f0,b93a7590-3a00-4f83-97c3-1b0cac7bdb8e",",,,",https://web.fulcrumapp.com/photos/view?photos=a69b0b8c-030e-40d7-a1ee-bc8790a4193c%2C4488a7ce-19e5-4efb-b976-0c90b7c74810%2Cb2d2eeec-f1cf-4846-b514-c6339335f6f0%2Cb93a7590-3a00-4f83-97c3-1b0cac7bdb8e,2,1112,Edington Pl,,Marco Island,Collier,FL,34145,US,1112 Edington Pl Marco Island Collier FL 34145 US,Single Family Residence,,1975,1975,2,Complex,,Tile (clay),,Stucco,,0,,Masonry block (unknown reinforcement),,,Unknown,,Unknown,,,,yes,,Unknown,,Wind,,2,yes,30,10%,0%,10%,0%,0%,0%,0%,n/a,,yes,Courtney Hodges,2a,Location adjusted. Aerial photo added. All other available data entered.
4f10c8b3-d708-4794-bf69-db75602117ca,25.971409,-81.730084,Daniel Smith,9/12/2017,Hurricane,CMMI-1761461,,"23c1a8f0-2870-4f30-8259-35229fafaea5,462650d4-b8c6-4c04-98cb-e88c801f4d2d",",",https://web.fulcrumapp.com/photos/view?photos=23c1a8f0-2870-4f30-8259-35229fafaea5%2C462650d4-b8c6-4c04-98cb-e88c801f4d2d,1,1146,Vernon Pl,,Marco Island,Collier,FL,34145,US,1146 Vernon Pl Marco Island Collier FL 34145 US,Single Family Residence,,1971,1971,1,Hip,,Tile (clay),,Stucco,,0,,Masonry block (unknown reinforcement),,,Unknown,,,,Shutters,,yes,,Unknown,,Wind,,1,yes,10,0%,0%,0%,0%,0%,0%,0%,n/a,,yes,Courtney Hodges,2a,Location adjusted. Aerial photo added. All other available data entered.
601c127f-03e5-4d77-807b-88e3053d50dc,25.971819,-81.730173,Daniel Smith,9/12/2017,Hurricane,CMMI-1761461,,"d32dc6d0-4b7c-4769-89fb-bcdeb982b988,9a231a9c-17f2-4626-b548-e8b53ba277ea,455c66fe-4c9c-49ac-8ef8-1fa7d792dc00,17839103-f3b4-47d2-8928-14538af64b4f,9059394b-fa06-4aab-bf63-c3f522132c9d,cffa2481-2393-4905-be3f-13b969725db2",",,,,,",https://web.fulcrumapp.com/photos/view?photos=d32dc6d0-4b7c-4769-89fb-bcdeb982b988%2C9a231a9c-17f2-4626-b548-e8b53ba277ea%2C455c66fe-4c9c-49ac-8ef8-1fa7d792dc00%2C17839103-f3b4-47d2-8928-14538af64b4f%2C9059394b-fa06-4aab-bf63-c3f522132c9d%2Ccffa2481-2393-4905-be3f-13b969725db2,1,1154,Vernon Pl,,Marco Island,Collier,FL,34145,US,1154 Vernon Pl Marco Island Collier FL 34145 US,Single Family Residence,,1979,1979,2,Complex,,Standing Seam Metal,,Wood plank siding,,0,,Unknown,,,Unknown,,,,,,yes,,Unknown,,Wind,,1,yes,10,0%,0%,0%,0%,0%,0%,0%,n/a,,yes,Courtney Hodges,2a,Location adjusted. Aerial photo added. All other available data entered.
