Parcel ID,Address,Use Code,Square Footage,Stories,Year Built,Latitude,Longitude
13210-132-000,3021  LAWTON CT   PANAMA CITY 32405,SINGLE FAM (000100),1885.00,1,1980,30.20082626,-85.6767
13210-134-000,3019  LAWTON CT   PANAMA CITY 32405,SINGLE FAM (000100),1981.00,1,1978,30.20076364,-85.6767
13210-136-000,3017  LAWTON CT   PANAMA CITY 32405,SINGLE FAM (000100),2379.00,1,1978,30.20070101,-85.6767
13210-138-000,3015  LAWTON CT   PANAMA CITY 32405,SINGLE FAM (000100),2801.00,1,1978,30.20063838,-85.6767
13210-140-000,3013  LAWTON CT   PANAMA CITY 32405,SINGLE FAM (000100),2066.00,1,1979,30.20057576,-85.6767
13210-142-000,3011  LAWTON CT   PANAMA CITY 32405,SINGLE FAM (000100),2057.00,1,1978,30.20051313,-85.6767
13210-145-000,3011  STANFORD RD   PANAMA CITY 32405,SINGLE FAM (000100),2136.00,1,1977,30.2002976,-85.6756946
13210-145-000,3011  STANFORD RD   PANAMA CITY 32405,SINGLE FAM (000100),2136.00,1,1977,30.2002976,-85.6756946
13210-145-000,3011  STANFORD RD   PANAMA CITY 32405,SINGLE FAM (000100),2136.00,1,1977,30.2002976,-85.6756946
13210-145-000,3011  STANFORD RD   PANAMA CITY 32405,SINGLE FAM (000100),2136.00,1,1977,30.2002976,-85.6756946
13210-145-000,3011  STANFORD RD   PANAMA CITY 32405,SINGLE FAM (000100),2136.00,1,1977,30.2002976,-85.6756946
13210-145-000,3011  STANFORD RD   PANAMA CITY 32405,SINGLE FAM (000100),2136.00,1,1977,30.2002976,-85.6756946
13210-145-000,3011  STANFORD RD   PANAMA CITY 32405,SINGLE FAM (000100),2136.00,1,1977,30.2002976,-85.6756946
13210-147-000,3013  STANFORD RD   PANAMA CITY 32405,SINGLE FAM (000100),1890.00,1,1977,30.20031477,-85.67569359
13210-149-000,3015  STANFORD RD   PANAMA CITY 32405,SINGLE FAM (000100),1684.00,1,1978,30.20033195,-85.67569258
13210-151-000,3017  STANFORD RD   PANAMA CITY 32405,SINGLE FAM (000100),1726.00,1,1978,30.20034912,-85.67569157
13210-153-000,3019  STANFORD RD   PANAMA CITY 32405,SINGLE FAM (000100),1718.00,1,1978,30.20036629,-85.67569056
13210-155-000,3021  STANFORD RD   PANAMA CITY 32405,SINGLE FAM (000100),1394.00,1,1978,30.20038346,-85.67568955
13210-157-000,3023  STANFORD RD   PANAMA CITY 32405,SINGLE FAM (000100),1598.00,1,1978,30.20040063,-85.67568854
13210-159-000,3101  STANFORD RD   PANAMA CITY 32405,SINGLE FAM (000100),1534.00,1,1978,30.20105859,-85.67544949
13210-501-000,2024  TUPELO CT   PANAMA CITY 32405,SINGLE FAM (000100),3854.00,1,2001,30.19912041,-85.691
13210-502-000,2022  TUPELO CT   PANAMA CITY 32405,SINGLE FAM (000100),3747.00,1,2002,30.19910204,-85.691
13210-503-000,2020  TUPELO CT   PANAMA CITY 32405,SINGLE FAM (000100),3860.00,1,2002,30.19908367,-85.691
13210-504-000,2018  TUPELO CT   PANAMA CITY 32405,SINGLE FAM (000100),2968.00,1,2002,30.19906531,-85.691
13210-505-000,2016  TUPELO CT   PANAMA CITY 32405,SINGLE FAM (000100),3553.00,1,2001,30.19904694,-85.691
13210-506-000,2014  TUPELO CT   PANAMA CITY 32405,SINGLE FAM (000100),3385.00,1,2004,30.19902857,-85.691
13210-506-000,2014  TUPELO CT   PANAMA CITY 32405,SINGLE FAM (000100),3385.00,1,2004,30.19902857,-85.691
13210-506-000,2014  TUPELO CT   PANAMA CITY 32405,SINGLE FAM (000100),3385.00,1,2004,30.19902857,-85.691
13210-507-000,2012  TUPELO CT   PANAMA CITY 32405,SINGLE FAM (000100),4085.00,1,2003,30.1990102,-85.691
13210-508-000,2010  TUPELO CT   PANAMA CITY 32405,SINGLE FAM (000100),3283.00,1,2001,30.19899184,-85.691
13210-509-000,2008  TUPELO CT   PANAMA CITY 32405,SINGLE FAM (000100),4158.00,1,2001,30.19897347,-85.691
13210-510-000,2006  TUPELO CT   PANAMA CITY 32405,SINGLE FAM (000100),3226.00,1,2001,30.1989551,-85.691
13210-511-000,2004  TUPELO CT   PANAMA CITY 32405,SINGLE FAM (000100),3858.00,2,2004,30.19893673,-85.691
13210-512-000,2002  TUPELO CT   PANAMA CITY 32405,SINGLE FAM (000100),3644.00,1,2004,30.19891837,-85.691
13210-513-000,2001  TUPELO CT   PANAMA CITY 32405,SINGLE FAM (000100),3284.00,1,2004,30.1991,-85.6912
13242-000-000,1024  OXFORD DR   PANAMA CITY 32405,SINGLE FAM (000100),1826.00,1,1965,30.1976,-85.67626627
13243-000-000,1020  OXFORD DR   PANAMA CITY 32405,SINGLE FAM (000100),2102.00,1,1964,30.1976,-85.67613856
13244-000-000,1016  OXFORD DR   PANAMA CITY 32405,SINGLE FAM (000100),2096.00,1,1964,30.1976,-85.67601085
13245-000-000,1012  OXFORD DR   PANAMA CITY 32405,SINGLE FAM (000100),1492.00,1,1964,30.1976,-85.67588314
13246-000-000,1008  OXFORD DR   PANAMA CITY 32405,SINGLE FAM (000100),1798.00,1,1964,30.1976,-85.67575542
13247-000-000,1004  OXFORD DR   PANAMA CITY 32405,SINGLE FAM (000100),1636.00,1,1964,30.1976,-85.67562771
13248-000-000,1000  OXFORD RD   PANAMA CITY 32405,SINGLE FAM (000100),1732.00,1,1964,30.2205,-85.8607
13249-000-000,1033  OXFORD DR   PANAMA CITY 32405,SINGLE FAM (000100),3057.00,1,1965,30.1972,-85.6765217
13250-000-000,1029  OXFORD DR   PANAMA CITY 32405,SINGLE FAM (000100),2219.00,1,1966,30.1972,-85.67639398
13251-000-000,1025  OXFORD DR   PANAMA CITY 32405,SINGLE FAM (000100),1838.00,1,1966,30.1972,-85.67626627
13252-000-000,1021  OXFORD RD   PANAMA CITY 32405,SINGLE FAM (000100),2367.00,1,1964,30.2205,-85.8607
13253-000-000,1017  OXFORD DR   PANAMA CITY 32405,SINGLE FAM (000100),1830.00,1,1964,30.1972,-85.67601085
13254-000-000,1013  OXFORD DR   PANAMA CITY 32405,SINGLE FAM (000100),1836.00,1,1964,30.1972,-85.67588314
13255-000-000,1009  OXFORD DR   PANAMA CITY 32405,SINGLE FAM (000100),2420.00,1,1964,30.1972,-85.67575542
13256-000-000,1005  OXFORD DR   PANAMA CITY 32405,SINGLE FAM (000100),2027.00,1,1964,30.1972,-85.67562771
13257-000-000,1001  OXFORD DR   PANAMA CITY 32405,SINGLE FAM (000100),2255.00,1,1964,30.1976,-85.6755
13259-001-000,2920  MARRON DR   PANAMA CITY 32405,SINGLE FAM (000100),3880.00,2,1998,30.19968215,-85.67893012
13259-002-000,2928  MARRON DR   PANAMA CITY 32405,SINGLE FAM (000100),2448.00,1,2018,30.19973406,-85.67892706
13259-003-000,2924  MARRON DR   PANAMA CITY 32405,SINGLE FAM (000100),2278.00,1,2019,30.1997081,-85.67892859
13259-005-000,1127  28TH PL W  PANAMA CITY 32405,SINGLE FAM (000100),2312.00,1,1993,30.2002,-85.67918265
13259-010-000,2916  MARRON DR   PANAMA CITY 32405,SINGLE FAM (000100),1960.00,1,1984,30.19965619,-85.67893164
13259-030-000,2914  MARRON DR   PANAMA CITY 32405,SINGLE FAM (000100),2049.00,2,1984,30.19964322,-85.67893241
13259-040-000,2912  MARRON DR   PANAMA CITY 32405,SINGLE FAM (000100),1628.00,1.5,1984,30.19963024,-85.67893317
13260-000-000,1204  AMHERST RD   PANAMA CITY 32405,SINGLE FAM (000100),2400.00,2,1967,30.19705276,-85.67845277
13261-000-000,1208  AMHERST RD   PANAMA CITY 32405,SINGLE FAM (000100),1971.00,1,1968,30.19730081,-85.6785
13262-000-000,1212  AMHERST RD   PANAMA CITY 32405,SINGLE FAM (000100),2263.00,1,1968,30.19763084,-85.6784
13263-000-000,1216  AMHERST RD   PANAMA CITY 32405,SINGLE FAM (000100),2182.00,1,1968,30.19777765,-85.67826104
13264-000-000,1220  AMHERST RD   PANAMA CITY 32405,SINGLE FAM (000100),2107.00,1,1967,30.1980405,-85.67802447
13265-000-000,1029  HUNTINGDON RD   PANAMA CITY 32405,SINGLE FAM (000100),2851.00,1,1966,30.1981,-85.67618247
13266-000-000,1025  HUNTINGDON RD   PANAMA CITY 32405,SINGLE FAM (000100),2470.00,1,1966,30.1981,-85.67608497
13267-000-000,1021  HUNTINGDON RD   PANAMA CITY 32405,SINGLE FAM (000100),1691.00,1,1967,30.1981,-85.67598748
13268-000-000,1017  HUNTINGDON RD   PANAMA CITY 32405,SINGLE FAM (000100),2216.00,1,1967,30.1981,-85.67588998
13269-000-000,1013  HUNTINGDON RD   PANAMA CITY 32405,SINGLE FAM (000100),2171.00,1,1966,30.1981,-85.67579249
13271-000-000,1005  HUNTINGDON RD   PANAMA CITY 32405,SINGLE FAM (000100),2264.00,1,1966,30.1981,-85.6755975
13272-000-000,1001  HUNTINGDON RD   PANAMA CITY 32405,SINGLE FAM (000100),2160.00,1,1967,30.1985,-85.6755
13273-000-000,1201  AMHERST RD   PANAMA CITY 32405,SINGLE FAM (000100),2405.00,1,1967,30.19824835,-85.67837556
13274-000-000,1205  AMHERST RD   PANAMA CITY 32405,SINGLE FAM (000100),2183.00,1,1968,30.19830411,-85.67832538
13275-000-000,1209  AMHERST RD   PANAMA CITY 32405,SINGLE FAM (000100),1735.00,1,1967,30.19835986,-85.6782752
13276-000-000,1213  AMHERST RD   PANAMA CITY 32405,SINGLE FAM (000100),1893.00,1,1968,30.19841562,-85.67822502
13277-000-000,1217  AMHERST RD   PANAMA CITY 32405,SINGLE FAM (000100),2031.00,1,1967,30.19847138,-85.67817483
13278-000-000,1221  AMHERST RD   PANAMA CITY 32405,SINGLE FAM (000100),1442.00,1,1968,30.19852713,-85.67812465
13279-000-000,1235  AMHERST RD   PANAMA CITY 32405,SINGLE FAM (000100),1655.00,1,1972,30.19858849,-85.67780036
13279-010-000,1251  AMHERST RD   PANAMA CITY 32405,SINGLE FAM (000100),2108.00,1,1970,30.1990704,-85.67771245
13280-000-000,1239  AMHERST RD   PANAMA CITY 32405,SINGLE FAM (000100),1730.00,1,1969,30.19864424,-85.67775018
13281-000-000,1243  AMHERST RD   PANAMA CITY 32405,SINGLE FAM (000100),2188.00,1,1969,30.1987,-85.6777
13282-000-000,1247  AMHERST RD   PANAMA CITY 32405,SINGLE FAM (000100),1717.00,1,1969,30.19886833,-85.67783944
13283-000-000,1255  AMHERST RD   PANAMA CITY 32405,SINGLE FAM (000100),2623.00,1,1969,30.1992,-85.67742405
13284-000-000,1259  AMHERST RD   PANAMA CITY 32405,SINGLE FAM (000100),1885.00,1,1969,30.19923791,-85.67731873
13285-000-000,1263  AMHERST RD   PANAMA CITY 32405,SINGLE FAM (000100),2757.00,1,1969,30.1993,-85.6770875
13286-000-000,1267  AMHERST RD   PANAMA CITY 32405,SINGLE FAM (000100),1496.00,1,1968,30.1993,-85.67691111
13287-000-000,1271  AMHERST RD   PANAMA CITY 32405,SINGLE FAM (000100),2112.00,1,1968,30.1993,-85.67673473
13288-000-000,1275  AMHERST RD   PANAMA CITY 32405,SINGLE FAM (000100),1793.00,1,1968,30.1993,-85.67655834
13289-000-000,1279  AMHERST RD   PANAMA CITY 32405,SINGLE FAM (000100),2066.00,1,1968,30.1993,-85.67638195
13291-000-000,1024  HUNTINGDON RD   PANAMA CITY 32405,SINGLE FAM (000100),2646.00,1,1966,30.1985,-85.67608497
13292-000-000,1236  AMHERST RD   PANAMA CITY 32405,SINGLE FAM (000100),1775.00,1,1969,30.19860243,-85.67778782
13293-000-000,1238  AMHERST RD   PANAMA CITY 32405,SINGLE FAM (000100),1788.00,1,1967,30.1986303,-85.67776273
13294-000-000,1242  AMHERST RD   PANAMA CITY 32405,SINGLE FAM (000100),3084.00,1,1967,30.19868606,-85.67771255
13295-000-000,1246  AMHERST RD   PANAMA CITY 32405,SINGLE FAM (000100),2532.00,1,1967,30.19884039,-85.67724638
13296-000-000,1250  AMHERST RD   PANAMA CITY 32405,SINGLE FAM (000100),2212.00,1,1969,30.19888468,-85.67711349
13297-000-000,1254  AMHERST RD   PANAMA CITY 32405,SINGLE FAM (000100),2412.00,1,1968,30.1989,-85.67704081
13298-000-000,1000  HUNTINGDON RD   PANAMA CITY 32405,SINGLE FAM (000100),2440.00,1,1966,30.1983,-85.6755
13299-000-000,1004  HUNTINGDON RD   PANAMA CITY 32405,SINGLE FAM (000100),1945.00,1,1966,30.1985,-85.6755975
13300-000-000,1008  HUNTINGDON RD   PANAMA CITY 32405,SINGLE FAM (000100),2150.00,1,1966,30.1985,-85.67569499
13301-000-000,1012  HUNTINGDON RD   PANAMA CITY 32405,SINGLE FAM (000100),1653.00,1,1966,30.1985,-85.67579249
13302-000-000,1016  HUNTINGDON RD   PANAMA CITY 32405,SINGLE FAM (000100),2092.00,1,1966,30.1985,-85.67588998
13303-000-000,1020  HUNTINGDON RD   PANAMA CITY 32405,SINGLE FAM (000100),2475.00,1,1966,30.1985,-85.67598748
13305-000-000,1420  AIRPORT RD   PANAMA CITY 32405,SINGLE FAM (000100),2444.00,1,1955,30.19215682,-85.68360227
13306-000-000,2415  ROLLINS AVE   PANAMA CITY 32405,SINGLE FAM (000100),2139.00,1,1955,30.19198735,-85.6826488
13424-000-000,1105  YALE AVE   PANAMA CITY 32405,SINGLE FAM (000100),2044.00,1,1957,30.1945,-85.677
13425-000-000,1103  YALE AVE   PANAMA CITY 32405,SINGLE FAM (000100),1908.00,1,1958,30.19435515,-85.67695515
13426-000-000,1101  YALE AVE   PANAMA CITY 32405,SINGLE FAM (000100),1581.00,1,1958,30.19405855,-85.67696036
13435-000-000,1110  YALE AVE   PANAMA CITY 32405,SINGLE FAM (000100),1596.00,1,1958,30.1947,-85.6776
13436-000-000,1108  YALE AVE   PANAMA CITY 32405,SINGLE FAM (000100),1506.00,1,1958,30.19490652,-85.67760761
13437-000-000,1106  YALE AVE   PANAMA CITY 32405,SINGLE FAM (000100),1200.00,1,1958,30.1955,-85.6783
13438-000-000,1104  YALE AVE   PANAMA CITY 32405,SINGLE FAM (000100),1992.00,1,1958,30.1945,-85.677
13439-000-000,1102  YALE AVE   PANAMA CITY 32405,SINGLE FAM (000100),1625.00,1,1958,30.19421711,-85.67692072
13440-000-000,1022  HARVARD AVE   PANAMA CITY 32405,SINGLE FAM (000100),2514.00,1,1958,30.1939,-85.6766
13441-000-000,1020  HARVARD AVE   PANAMA CITY 32405,SINGLE FAM (000100),2346.00,1,1958,30.1938,-85.6763
13442-000-000,1018  HARVARD AVE   PANAMA CITY 32405,SINGLE FAM (000100),1596.00,1,1957,30.1938,-85.67628889
13480-000-000,2519  STANFORD RD   PANAMA CITY 32405,SINGLE FAM (000100),2312.00,1,1960,30.19388372,-85.6758
13480-010-000,2517  STANFORD RD   PANAMA CITY 32405,SINGLE FAM (000100),2369.00,1,2003,30.19385581,-85.6758
13481-000-000,1011  AMHERST RD   PANAMA CITY 32405,SINGLE FAM (000100),2232.00,1,1968,30.1948,-85.67585739
13482-000-000,1013  AMHERST RD   PANAMA CITY 32405,SINGLE FAM (000100),1496.00,1,1968,30.1948,-85.67590887
13483-000-000,1015  AMHERST RD   PANAMA CITY 32405,SINGLE FAM (000100),1900.00,1,1968,30.1948,-85.67596035
13484-000-000,1019  AMHERST RD   PANAMA CITY 32405,SINGLE FAM (000100),2371.00,1,1965,30.1948,-85.67606331
13485-000-000,1023  AMHERST RD   PANAMA CITY 32405,SINGLE FAM (000100),1783.00,1,1965,30.1948,-85.67616626
13486-000-000,1027  AMHERST RD   PANAMA CITY 32405,SINGLE FAM (000100),1856.00,1,1965,30.19490752,-85.67639037
13487-000-000,1031  AMHERST RD   PANAMA CITY 32405,SINGLE FAM (000100),2623.00,1,1969,30.19495845,-85.6764446
13488-000-000,1101  AMHERST RD   PANAMA CITY 32405,SINGLE FAM (000100),1500.00,1,1967,30.1964,-85.6777
13489-000-000,1200  YALE AVE   PANAMA CITY 32405,SINGLE FAM (000100),2654.00,1,1958,30.1955,-85.6783
13490-000-000,1202  YALE AVE   PANAMA CITY 32405,SINGLE FAM (000100),1392.00,1,1956,30.19585,-85.67885
13491-000-000,1204  YALE AVE   PANAMA CITY 32405,SINGLE FAM (000100),2000.00,1,1956,30.1959,-85.6789
13492-000-000,1206  YALE AVE   PANAMA CITY 32405,SINGLE FAM (000100),1756.00,1,1956,30.1961,-85.6791
13493-000-000,1208  YALE AVE   PANAMA CITY 32405,SINGLE FAM (000100),1984.00,1,1956,30.1963,-85.6793
13494-000-000,1210  YALE AVE   PANAMA CITY 32405,SINGLE FAM (000100),1664.00,1,1956,30.1965,-85.6795
13495-000-000,1212  YALE AVE   PANAMA CITY 32405,SINGLE FAM (000100),1467.00,1,1956,30.19661489,-85.67980745
13496-000-000,1214  YALE AVE   PANAMA CITY 32405,SINGLE FAM (000100),1440.00,1,1982,30.1964,-85.6798
13497-000-000,1000  CORNELL DR   PANAMA CITY 32405,SINGLE FAM (000100),3209.00,1,1965,30.1966,-85.6755
13498-000-000,1004  CORNELL DR   PANAMA CITY 32405,SINGLE FAM (000100),1750.00,1,1965,30.1968,-85.67559557
13499-000-000,1006  CORNELL DR   PANAMA CITY 32405,SINGLE FAM (000100),1635.00,1,1965,30.1968,-85.67564335
13500-000-000,1008  CORNELL DR   PANAMA CITY 32405,SINGLE FAM (000100),1930.00,1,1965,30.1968,-85.67569114
13501-000-000,1010  CORNELL DR   PANAMA CITY 32405,SINGLE FAM (000100),1780.00,1,1965,30.1968,-85.67573892
13502-000-000,1012  CORNELL DR   PANAMA CITY 32405,SINGLE FAM (000100),1783.00,1,1965,30.1968,-85.6757867
13503-000-000,1100  AMHERST RD   PANAMA CITY 32405,SINGLE FAM (000100),2302.00,1,1964,30.1962,-85.6777
13504-000-000,2601  STANFORD RD   PANAMA CITY 32405,SINGLE FAM (000100),2679.00,1,1956,30.1952,-85.6756
13505-000-000,2605  STANFORD RD   PANAMA CITY 32405,SINGLE FAM (000100),1701.00,1,1965,30.1954,-85.6758
13506-000-000,2609  STANFORD RD   PANAMA CITY 32405,SINGLE FAM (000100),2057.00,1,1960,30.1958,-85.6758
13507-000-000,2611  STANFORD RD   PANAMA CITY 32405,SINGLE FAM (000100),3629.00,1,1965,30.1958,-85.6756
13508-000-000,1001  CORNELL DR   PANAMA CITY 32405,SINGLE FAM (000100),1853.00,1,1965,30.1968,-85.6755
13509-000-000,1005  CORNELL DR   PANAMA CITY 32405,SINGLE FAM (000100),2675.00,1,1965,30.1964,-85.67559557
13511-000-000,1009  CORNELL DR   PANAMA CITY 32405,SINGLE FAM (000100),2452.00,1,1965,30.1964,-85.67569114
13512-000-000,1011  CORNELL DR   PANAMA CITY 32405,SINGLE FAM (000100),1816.00,1,1964,30.1964,-85.67573892
13513-000-000,1024  AMHERST RD   PANAMA CITY 32405,SINGLE FAM (000100),1764.00,1,1963,30.19515397,-85.67607112
13514-000-000,1020  AMHERST RD   PANAMA CITY 32405,SINGLE FAM (000100),1656.00,1,1963,30.1952,-85.67611478
13515-000-000,1016  AMHERST RD   PANAMA CITY 32405,SINGLE FAM (000100),1768.00,1,1963,30.1952,-85.67601183
13516-000-000,1012  AMHERST RD   PANAMA CITY 32405,SINGLE FAM (000100),1662.00,1,1963,30.1952,-85.67590887
13517-000-000,1008  AMHERST RD   PANAMA CITY 32405,SINGLE FAM (000100),1912.00,1,1962,30.1952,-85.67580591
13518-000-000,1004  AMHERST RD   PANAMA CITY 32405,SINGLE FAM (000100),1942.00,1,1963,30.1952,-85.67570296
13519-000-000,2510  STANFORD RD   PANAMA CITY 32405,SINGLE FAM (000100),2156.00,1,1965,30.193495,-85.6756
13520-000-000,2512  STANFORD RD   PANAMA CITY 32405,SINGLE FAM (000100),1685.00,1,1966,30.19404,-85.6756
13521-000-000,2514  STANFORD RD   PANAMA CITY 32405,SINGLE FAM (000100),1576.00,1,1967,30.19428,-85.6754
13522-000-000,2518  STANFORD RD   PANAMA CITY 32405,SINGLE FAM (000100),1798.00,1,1965,30.19476,-85.6754
13524-000-000,2524  STANFORD RD   PANAMA CITY 32405,SINGLE FAM (000100),3034.00,1,1968,30.19395349,-85.6756
13526-000-000,830  BRANDEIS AVE   PANAMA CITY 32405,SINGLE FAM (000100),2789.00,1,1964,30.195,-85.67103368
13527-000-000,914  BRANDEIS AVE   PANAMA CITY 32405,SINGLE FAM (000100),2380.00,1,1962,30.19580251,-85.67301967
13528-000-000,912  BRANDEIS AVE   PANAMA CITY 32405,SINGLE FAM (000100),3548.00,1,1964,30.1957611,-85.67297825
13529-000-000,910  BRANDEIS AVE   PANAMA CITY 32405,SINGLE FAM (000100),2960.00,1,1963,30.1958,-85.67306925
13530-000-000,908  BRANDEIS AVE   PANAMA CITY 32405,SINGLE FAM (000100),3606.00,1,1965,30.1958,-85.67301068
13531-000-000,906  BRANDEIS AVE   PANAMA CITY 32405,SINGLE FAM (000100),2682.00,1,1965,30.19564661,-85.6727997
13532-000-000,904  BRANDEIS AVE   PANAMA CITY 32405,SINGLE FAM (000100),2286.00,1,1963,30.19559422,-85.6727735
13532-010-000,902  BRANDEIS AVE   PANAMA CITY 32405,SINGLE FAM (000100),3290.00,1,1985,30.19554183,-85.67274731
13533-000-000,2701  RUTGERS DR   PANAMA CITY 32405,SINGLE FAM (000100),4376.00,1,1963,30.1956,-85.6729
13534-000-000,913  BRANDEIS AVE   PANAMA CITY 32405,SINGLE FAM (000100),2819.00,1,1962,30.19547825,-85.6732611
13535-000-000,911  BRANDEIS AVE   PANAMA CITY 32405,SINGLE FAM (000100),3054.00,1,1963,30.1954,-85.67306925
13536-000-000,909  BRANDEIS AVE   PANAMA CITY 32405,SINGLE FAM (000100),2772.00,2,1965,30.1954,-85.67301068
13537-000-000,907  BRANDEIS AVE   PANAMA CITY 32405,SINGLE FAM (000100),2560.00,1,1965,30.19546772,-85.67315747
13539-000-000,903  BRANDEIS AVE   PANAMA CITY 32405,SINGLE FAM (000100),3666.00,1,1968,30.19536295,-85.67310508
13540-000-000,901  BRANDEIS AVE   PANAMA CITY 32405,SINGLE FAM (000100),3610.00,1,1962,30.19531056,-85.67307889
13541-000-000,831  BRANDEIS AVE   PANAMA CITY 32405,SINGLE FAM (000100),2672.00,1,1965,30.1946,-85.67105717
13542-000-000,829  BRANDEIS AVE   PANAMA CITY 32405,SINGLE FAM (000100),3123.00,1,1965,30.1946,-85.67099777
13544-000-000,2702  RUTGERS DR   PANAMA CITY 32405,SINGLE FAM (000100),2250.00,1,1967,30.19527815,-85.67272913
13545-000-000,2706  RUTGERS DR   PANAMA CITY 32405,SINGLE FAM (000100),2652.00,1,1967,30.19535445,-85.6726274
13546-000-000,2708  RUTGERS DR   PANAMA CITY 32405,SINGLE FAM (000100),3134.00,1,1966,30.1953926,-85.67257654
13547-000-000,2710  RUTGERS DR   PANAMA CITY 32405,SINGLE FAM (000100),4395.00,1,1967,30.19543075,-85.67252567
13548-000-000,2712  RUTGERS DR   PANAMA CITY 32405,SINGLE FAM (000100),3916.00,1,1971,30.1954689,-85.67247481
13549-000-000,2714  RUTGERS DR   PANAMA CITY 32405,SINGLE FAM (000100),4270.00,1,1967,30.19550704,-85.67242394
13550-000-000,2716  RUTGERS DR   PANAMA CITY 32405,SINGLE FAM (000100),2694.00,1,1967,30.19552499,-85.67240282
13551-000-000,819  HUNTINGDON RD   PANAMA CITY 32405,SINGLE FAM (000100),2681.00,1,1967,30.19651157,-85.66896715
13552-000-000,826  BRANDEIS AVE   PANAMA CITY 32405,SINGLE FAM (000100),2472.00,1,1967,30.195,-85.6709135
13553-000-000,824  BRANDEIS AVE   PANAMA CITY 32405,SINGLE FAM (000100),2977.00,1,1969,30.195,-85.67085341
13554-000-000,822  BRANDEIS AVE   PANAMA CITY 32405,SINGLE FAM (000100),2974.00,1,1969,30.195,-85.67079332
13555-000-000,2703  RUTGERS DR   PANAMA CITY 32405,SINGLE FAM (000100),3672.00,1,1965,30.19559815,-85.67296913
13556-000-000,2705  RUTGERS DR   PANAMA CITY 32405,SINGLE FAM (000100),2771.00,1,1964,30.1956363,-85.67291827
13557-000-000,2707  RUTGERS DR   PANAMA CITY 32405,SINGLE FAM (000100),3116.00,1,1967,30.19567445,-85.6728674
13558-000-000,2709  RUTGERS DR   PANAMA CITY 32405,SINGLE FAM (000100),3334.00,1,1967,30.1957126,-85.67281654
13559-000-000,2711  RUTGERS DR   PANAMA CITY 32405,SINGLE FAM (000100),3694.00,1,1968,30.19575075,-85.67276567
13560-000-000,901  HUNTINGDON RD   PANAMA CITY 32405,SINGLE FAM (000100),3005.00,1,1968,30.1968,-85.6705
13561-000-000,827  BRANDEIS AVE   PANAMA CITY 32405,SINGLE FAM (000100),5816.00,2,1966,30.1946,-85.67093837
13562-000-000,823  BRANDEIS AVE   PANAMA CITY 32405,SINGLE FAM (000100),2652.00,1,1965,30.1946,-85.67081957
13563-000-000,819  BRANDEIS AVE   PANAMA CITY 32405,SINGLE FAM (000100),2956.00,1,1968,30.1946,-85.67070076
13563-002-000,2823  STATE AVE   PANAMA CITY 32405,SINGLE FAM (000100),2345.00,1,1977,30.19833333,-85.6668
13563-003-000,2817  STATE AVE   PANAMA CITY 32405,SINGLE FAM (000100),2739.00,1,1977,30.19823333,-85.6668
13563-004-000,2813  STATE AVE   PANAMA CITY 32405,SINGLE FAM (000100),4106.00,1,1978,30.19816667,-85.6668
13563-005-000,2809  STATE AVE   PANAMA CITY 32405,SINGLE FAM (000100),3411.00,1,1980,30.1981,-85.6668
13563-006-000,2801  STATE AVE   PANAMA CITY 32405,SINGLE FAM (000100),4100.00,1,1979,30.19796667,-85.6668
13563-007-000,2731  STATE AVE   PANAMA CITY 32405,SINGLE FAM (000100),3105.00,1,1980,30.1968,-85.6668
13563-008-000,2727  STATE AVE   PANAMA CITY 32405,SINGLE FAM (000100),2504.00,1,1976,30.19673333,-85.6668
13563-009-000,2723  STATE AVE   PANAMA CITY 32405,SINGLE FAM (000100),3726.00,1,1976,30.19666667,-85.6668
13563-010-000,2709  STATE AVE   PANAMA CITY 32405,SINGLE FAM (000100),3548.00,2,1976,30.19643333,-85.6668
13563-011-000,2707  STATE AVE   PANAMA CITY 32405,SINGLE FAM (000100),3200.00,1,1978,30.1964,-85.6668
13563-012-000,2701  STATE AVE   PANAMA CITY 32405,SINGLE FAM (000100),3350.00,1,1979,30.1965,-85.6666
13563-013-000,702  HUNTINGDON RD   PANAMA CITY 32405,SINGLE FAM (000100),2300.00,2,1976,30.1965,-85.66664442
13563-014-000,706  HUNTINGDON RD   PANAMA CITY 32405,SINGLE FAM (000100),3102.00,1,1979,30.1965,-85.66673327
13563-015-000,710  HUNTINGDON RD   PANAMA CITY 32405,SINGLE FAM (000100),3044.00,2,1976,30.1965,-85.66682212
13563-016-000,717  BRANDEIS AVE   PANAMA CITY 32405,SINGLE FAM (000100),3712.00,1,1977,30.19670403,-85.66831312
13563-017-000,713  BRANDEIS AVE   PANAMA CITY 32405,SINGLE FAM (000100),2360.00,1,1977,30.19686767,-85.66814949
13563-018-000,709  BRANDEIS AVE   PANAMA CITY 32405,SINGLE FAM (000100),3211.00,1,1978,30.19703131,-85.66798585
13563-019-000,705  BRANDEIS AVE   PANAMA CITY 32405,SINGLE FAM (000100),2869.00,1,1976,30.19719494,-85.66782222
13563-020-000,701  BRANDEIS AVE   PANAMA CITY 32405,SINGLE FAM (000100),3165.00,1,1977,30.19735858,-85.66765858
13563-021-000,700  BRANDEIS AVE   PANAMA CITY 32405,SINGLE FAM (000100),4793.00,2,1976,30.19764142,-85.66794142
13563-022-000,702  BRANDEIS AVE   PANAMA CITY 32405,SINGLE FAM (000100),3377.00,1,1976,30.19756642,-85.66801642
